type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Grave;03/12/2012;05:00;Gennevilliers;Nuit sanseclairage public;Pluie forte;Hors intersection;Autoroute;Collision par l'arriere;VL seul;Sans changement de direction;VL seul;26;Feminin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;12/12/2017;08:00;Suresnes;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Route departementale;Collisions multiples;Scooter > 125 cm3;S inserant;VL seul;45;Masculin;Blessee Leger;Non renseignee ;3;3;0;1;2;0;Adulte (35-49);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;20/05/2017;14:10;Boulogne-Billancourt;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;Cyclomoteur <50cm3;Meme sens, Meme file;VL seul;20;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;28/01/2017;16:20;Clichy;Plein jour;Autre;Giratoire;Route departementale;Collision par le cote;Scooter < 50 cm3;TourNon renseignee nt A'auche;VL seul;18;Masculin;Indemne;Non renseignee ;3;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;22/03/2017;07:45;Courbevoie;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;Cyclomoteur <50cm3;Meme sens, Meme file;VL seul;45;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;24/05/2017;21:30;Courbevoie;Crepuscule ou aube;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Scooter < 50 cm3;25;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;13/06/2017;12:50;Gennevilliers;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Scooter < 50 cm3;Non renseignee ;VL seul;22;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;31/10/2017;22:05;Levallois-Perret;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Non renseignee ;Scooter < 50 cm3;29;Masculin;Blessee Leger;Non renseignee ;1;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;24/01/2017;13:30;Levallois-Perret;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Scooter < 50 cm3;27;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;04/01/2017;20:30;Non renseignee nterre;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Sans collision;Cyclomoteur <50cm3;Sans changement de direction;Non renseignee ;20;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;09/05/2017;09:30;Asnieres-sur-Seine;Plein jour;Autre;Intersection en T;Route departementale;Collision par l'arriere;VL seul;Sans changement de direction;Bicyclette;88;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior (65+);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;30/03/2017;18:55;Colombes;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Bicyclette;TourNon renseignee nt A'auche;Scooter > 50 cm3 et <= 125 cm3;80;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;0;0;Senior (65+);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Senior (65+);2 usagers
Leger;10/09/2017;21:30;Montrouge;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;Bicyclette;TourNon renseignee nt A'auche;VL seul;22;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;11/05/2017;08:30;Clamart;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;Motocyclette > 125 cm3;Non renseignee ;Non renseignee ;48;Masculin;Blessee Leger;Non renseignee ;2;1;1;1;0;0;Adulte (35-49);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;24/11/2017;07:40;Colombes;Nuit avec eclairage public non allumee;Pluie legere;Intersection en T;Route departementale;Autre collision;VL seul;TourNon renseignee nt A'auche;Non renseignee ;23;Masculin;Indemne;Non renseignee ;3;1;2;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;15/05/2017;13:20;Antony;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;23;Feminin;Blessee Leger;Non renseignee ;1;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;24/11/2017;08:05;Bourg-la-Reine;Nuit avec eclairage public allumee;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;53;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;29/01/2017;13:55;Asnieres-sur-Seine;Plein jour;Autre;Intersection en T;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;25;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;01/03/2017;07:40;Asnieres-sur-Seine;Plein jour;Autre;Intersection en Y;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;32;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;18/08/2017;17:20;Asnieres-sur-Seine;Plein jour;Autre;Intersection en X;Route departementale;Autre collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;49;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Adulte (35-49);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;21/12/2017;19:15;Sceaux;Nuit avec eclairage public allumee;Pluie legere;Intersection en T;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;31;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;30/09/2017;13:10;Clamart;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;68;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior (65+);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;19/01/2017;18:45;Le Plessis-Robinson;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Autre collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;38;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Adulte (35-49);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;11/09/2017;09:30;Courbevoie;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;En marche arriere;Non renseignee ;23;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;04/11/2017;19:15;Courbevoie;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Autre collision;VL seul;TourNon renseignee nt A'auche;Non renseignee ;64;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;08/02/2017;18:15;Courbevoie;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A'auche;Non renseignee ;27;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;03/08/2017;08:10;Levallois-Perret;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;TourNon renseignee nt A'auche;Non renseignee ;44;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;31/08/2017;19:20;Levallois-Perret;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;20;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;13/03/2017;19:15;Montrouge;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Autre collision;VL seul;TourNon renseignee nt A$roite;Non renseignee ;46;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;30/10/2017;16:52;Non renseignee nterre;Crepuscule ou aube;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;TourNon renseignee nt A'auche;Non renseignee ;25;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;12/07/2017;10:05;Neuilly-sur-Seine;Plein jour;Temps couvert;Intersection en X;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A$roite;Non renseignee ;38;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;06/10/2017;17:25;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;28;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;02/05/2017;17:20;Rueil-Malmaison;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;22;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;18/06/2017;18:35;Sevres;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;36;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;20/07/2017;18:25;Issy-les-Moulineaux;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;Bicyclette;Sans changement de direction;Non renseignee ;24;Feminin;Indemne;Non renseignee ;2;1;1;0;0;0;Jeune adulte (18-24);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;30/12/2017;14:30;Malakoff;Plein jour;Pluie legere;Intersection en X;Route departementale;Autre collision;Scooter > 125 cm3;Sans changement de direction;Non renseignee ;29;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Adulte jeune (25-34);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;07/05/2017;11:45;Villeneuve-la-Garenne;Plein jour;Pluie legere;Hors intersection;Autoroute;Sans collision;VL seul;Non renseignee ;Non renseignee ;20;Masculin;Indemne;Non renseignee ;3;1;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;19/05/2017;14:30;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VL seul;Meme sens, Meme file;VL seul;29;Masculin;Blessee Leger;Non renseignee ;1;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;20/09/2017;22:10;Villeneuve-la-Garenne;Nuit sanseclairage public;Autre;Hors intersection;Autoroute;Collisions multiples;VL seul;Sedeportant A'auche;VL seul;18;Masculin;Indemne;Non renseignee ;4;3;0;0;3;0;Jeune adulte (18-24);Sans pieton ;Sans moto;3 VL ou plus;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;15/02/2017;07:40;Gennevilliers;Crepuscule ou aube;Autre;Hors intersection;Autoroute;Sans collision;VL seul;Non renseignee ;Non renseignee ;32;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;06/05/2017;00:20;Saint-Cloud;Nuit sanseclairage public;Autre;Hors intersection;Autoroute;Sans collision;VL seul;Manoeuvre devitement;Non renseignee ;23;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;25/11/2017;12:00;Antony;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;S inserant;VL seul;33;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;18/09/2017;09:10;Asnieres-sur-Seine;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;S inserant;Motocyclette > 125 cm3;27;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;07/10/2017;15:00;Non renseignee nterre;Plein jour;Autre;Hors intersection;Autoroute;Collisions multiples;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;VL seul;57;Masculin;Indemne;Non renseignee ;3;3;0;0;3;0;Senior actif (50-64);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;09/03/2017;16:10;Clamart;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;44;Masculin;Indemne;Non renseignee ;3;3;0;0;3;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;19/11/2017;19:45;Gennevilliers;Nuit sanseclairage public;Autre;Hors intersection;Autoroute;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;20;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;15/02/2017;02:20;Bagneux;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;Sans changement de direction;VL seul;33;Masculin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;16/04/2017;18:55;Bagneux;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;VL seul;26;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;25/03/2017;17:55;Issy-les-Moulineaux;Plein jour;Autre;Intersection en T;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;32;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;07/09/2017;19:15;Le Plessis-Robinson;Crepuscule ou aube;Autre;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;51;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Grave;24/05/2018;06:05;Non renseignee nterre;Plein jour;Autre;Hors intersection;Autoroute;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;43;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Grave;11/03/2018;20:00;Antony;Nuit avec eclairage public allumee;Autre;Intersection en T;Voie commuNon renseignee le;Sans collision;VL seul;Sedeportant A'auche;Non renseignee ;22;Masculin;Indemne;Non renseignee ;3;1;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Grave;16/02/2018;09:10;Le Plessis-Robinson;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;VL seul;21;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;0;2;0;Jeune adulte (18-24);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;20/09/2018;18:00;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;Ouverture de porte;Scooter > 125 cm3;63;Feminin;Indemne;Non renseignee ;3;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;23/05/2018;17:15;Meudon;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collision par l'arriere;Motocyclette > 50 cm3 et <= 125 cm3;Meme sens, Meme file;Scooter > 50 cm3 et <= 125 cm3;30;Masculin;Blessee Leger;Non renseignee ;2;2;0;2;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;05/10/2018;17:45;ChateNon renseignee y-Malabry;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VL seul;Entre 2 files;Motocyclette > 125 cm3;21;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;24/10/2018;08:45;ChateNon renseignee y-Malabry;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;Changeant de file A$roite;Motocyclette > 125 cm3;22;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;06/04/2018;13:10;Asnieres-sur-Seine;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;VL seul;TourNon renseignee nt A'auche;Motocyclette > 50 cm3 et <= 125 cm3;68;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;17/02/2018;15:20;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;47;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;04/10/2017;19:50;La Garenne-Colombes;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;20;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;06/11/2017;10:50;Gennevilliers;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;37;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Grave;04/10/2012;20:30;Bagneux;Nuit sanseclairage public;Autre;Hors intersection;Route departementale;Collision par le cote;Motocyclette > 125 cm3;Sans changement de direction;Autobus;35;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;08/04/2012;21:20;Chatillon;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision frontale;VL seul;A contresens;Motocyclette > 125 cm3;48;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;03/02/2012;11:40;Gennevilliers;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions multiples;Motocyclette > 125 cm3;Changeant de file A'auche;VL seul;46;Masculin;Indemne;Non renseignee ;3;3;0;2;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;16/03/2012;17:30;Clamart;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Bicyclette;33;Masculin;Indemne;Non renseignee ;3;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;14/06/2013;12:05;Gennevilliers;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Collision frontale;Non renseignee ;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;35;Masculin;Indemne;Non renseignee ;2;2;0;1;0;1;Adulte (35-49);Sans pieton ;Avec moto;Aucun VL;Avec poids lourd;Adulte (35-49);2 usagers
Leger;28/06/2014;02:20;Clamart;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Sans collision;VL seul;Sedeportant A'auche;Non renseignee ;26;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;16/02/2013;09:00;Neuilly-sur-Seine;Plein jour;Autre;Intersection A0lus de 4 branches;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Bicyclette;20;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;23/06/2015;17:40;Suresnes;Plein jour;Autre;Hors intersection;Route departementale;Collisions multiples;Motocyclette > 125 cm3;Non renseignee ;VL seul;25;Masculin;Blessee hospitalisee;Non renseignee ;3;3;0;1;2;0;Adulte jeune (25-34);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;20/09/2015;19:25;Malakoff;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Motocyclette > 125 cm3;Non renseignee ;VL seul;41;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;25/10/2015;20:35;Malakoff;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Scooter < 50 cm3;15;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;0;1;0;Mineur (-18 ans);Sans pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Grave;31/01/2015;14:25;La Garenne-Colombes;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Bicyclette;Sans changement de direction;Non renseignee ;71;Feminin;Blessee hospitalisee;Non renseignee ;1;1;0;0;0;0;Senior (65+);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Senior (65+);1 usager
Leger;25/04/2013;17:20;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;S inserant;Scooter > 50 cm3 et <= 125 cm3;38;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;04/06/2013;09:25;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;Ouverture de porte;Bicyclette;29;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;24/07/2013;05:00;Neuilly-sur-Seine;Nuit avec eclairage public allumee;Temps couvert;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;46;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
